category,index,query,expected_tool,predicted_tool,tool_correct,expected_params,predicted_params_raw,predicted_params_converted,param_accuracy,params_perfect,param_errors
normal vocab,19,"Orient IOS scans in /ios_raw for tooth 14,15,16. Gold standard: /gold/ios. Output: /ios_oriented. Jaw: Upper, Occlusion: false. Log: /logs/pre_aso.log",pre_aso_ios,pre_aso_ios,True,"{""input_folder"": ""/ios_raw"", ""gold_folder"": ""/gold/ios"", ""output_folder"": ""/ios_oriented"", ""list_teeth"": [""14"", ""15"", ""16""], ""occlusion"": false, ""jaw"": ""Upper"", ""log_path"": ""/logs/pre_aso.log""}","{""input_folder"": ""/ios_raw"", ""gold_folder"": ""/gold/ios"", ""output_folder"": ""/ios_oriented"", ""list_teeth"": ""14,15,16"", ""occlusion"": false, ""jaw"": ""Upper"", ""log_path"": ""/logs/pre_aso.log""}","{""input_folder"": ""/ios_raw"", ""gold_folder"": ""/gold/ios"", ""output_folder"": ""/ios_oriented"", ""list_teeth"": [""14"", ""15"", ""16""], ""occlusion"": false, ""jaw"": ""Upper"", ""log_path"": ""/logs/pre_aso.log""}",1.0,True,
normal vocab,20,"Semi-auto orientation of CBCT /scans using gold /gold_std. Landmarks: Nasion,Sella,Porion. Output: /oriented_cbct",semi_aso_cbct,semi_aso_cbct,True,"{""input"": ""/scans"", ""gold_folder"": ""/gold_std"", ""output_folder"": ""/oriented_cbct"", ""list_landmark"": [""Nasion"", ""Sella"", ""Porion""]}","{""input"": ""/scans"", ""gold_folder"": ""/gold_std"", ""output_folder"": ""/oriented_cbct"", ""list_landmark"": ""Nasion Sella Porion""}","{""input"": ""/scans"", ""gold_folder"": ""/gold_std"", ""output_folder"": ""/oriented_cbct"", ""list_landmark"": [""Nasion"", ""Sella"", ""Porion""]}",1.0,True,
normal vocab,21,"Semi-auto orient IOS in /data/ios using landmarks L1,L2,L3. Reference: /data/ref. Output: /data/out. Jaw: Lower, Occlusion: true. Log: /data/log.txt",semi_aso_ios,semi_aso_ios,True,"{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/ref"", ""output_folder"": ""/data/out"", ""list_landmark"": [""L1"", ""L2"", ""L3""], ""occlusion"": true, ""jaw"": ""Lower"", ""log_path"": ""/data/log.txt""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/ref"", ""output_folder"": ""/data/out"", ""list_landmark"": ""L1,L2,L3"", ""occlusion"": true, ""jaw"": ""Lower"", ""log_path"": ""/data/log.txt""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/ref"", ""output_folder"": ""/data/out"", ""list_landmark"": [""L1"", ""L2"", ""L3""], ""occlusion"": true, ""jaw"": ""Lower"", ""log_path"": ""/data/log.txt""}",1.0,True,
normal vocab,22,"Detect landmarks 21,22,23 on CBCT /patient/vol.nrrd. Models in /models/ali. Save to /results. Temp in /tmp/ali. DCMInput: false.",ali_cbct,ali_cbct,True,"{""input"": ""/patient/vol.nrrd"", ""dir_models"": ""/models/ali"", ""lm_type"": [""21"", ""22"", ""23""], ""output_dir"": ""/results"", ""temp_fold"": ""/tmp/ali"", ""DCMInput"": false}","{""input"": ""/patient/vol.nrrd"", ""dir_models"": ""/models/ali"", ""lm_type"": ""21,22,23"", ""output_dir"": ""/results"", ""temp_fold"": ""/tmp/ali"", ""DCMInput"": false}","{""input"": ""/patient/vol.nrrd"", ""dir_models"": ""/models/ali"", ""lm_type"": [""21"", ""22"", ""23""], ""output_dir"": ""/results"", ""temp_fold"": ""/tmp/ali"", ""DCMInput"": false}",1.0,True,
normal vocab,23,ALI IOS on mesh /mesh/input.vtk with models /models/ios. Landmarks: 1 2. Teeth: 3 4. Output: /out. Log: /out/log.txt,ali_ios,ali_ios,True,"{""input"": ""/mesh/input.vtk"", ""dir_models"": ""/models/ios"", ""lm_type"": [""1"", ""2""], ""teeth"": [""3"", ""4""], ""output_dir"": ""/out"", ""log_path"": ""/out/log.txt""}","{""input"": ""/mesh/input.vtk"", ""dir_models"": ""/models/ios"", ""lm_type"": ""1 2"", ""teeth"": ""3 4"", ""output_dir"": ""/out"", ""log_path"": ""/out/log.txt""}","{""input"": ""/mesh/input.vtk"", ""dir_models"": ""/models/ios"", ""lm_type"": [""1"", ""2""], ""teeth"": [""3"", ""4""], ""output_dir"": ""/out"", ""log_path"": ""/out/log.txt""}",1.0,True,
normal vocab,24,Segment skull structures Maxilla and Mandible from /in/cbct using /models/amasss. Save to /out/seg. Temp: /out/tmp,amasss_cli,amasss_cli,True,"{""inputVolume"": ""/in/cbct"", ""modelDirectory"": ""/models/amasss"", ""skullStructure"": ""Maxilla,Mandible"", ""output_folder"": ""/out/seg"", ""temp_fold"": ""/out/tmp""}","{""inputVolume"": ""/in/cbct"", ""modelDirectory"": ""/models/amasss"", ""skullStructure"": ""Maxilla,Mandible"", ""output_folder"": ""/out/seg"", ""temp_fold"": ""/out/tmp""}","{""inputVolume"": ""/in/cbct"", ""modelDirectory"": ""/models/amasss"", ""skullStructure"": ""Maxilla,Mandible"", ""output_folder"": ""/out/seg"", ""temp_fold"": ""/out/tmp""}",1.0,True,
normal vocab,25,Register CBCT T1 /t1 to T2 /t2. Reg type: CB. Output: /reg_output. Temp: /reg_tmp. DCMInput: true.,areg_cbct,areg_cbct,True,"{""t1_folder"": ""/t1"", ""t2_folder"": ""/t2"", ""reg_type"": ""CB"", ""output_folder"": ""/reg_output"", ""DCMInput"": true, ""temp_folder"": ""/reg_tmp"", ""mask_folder_t1"": ""None""}","{""t1_folder"": ""/t1"", ""t2_folder"": ""/t2"", ""reg_type"": ""CB"", ""output_folder"": ""/reg_output"", ""DCMInput"": true, ""temp_folder"": ""/reg_tmp""}","{""t1_folder"": ""/t1"", ""t2_folder"": ""/t2"", ""reg_type"": ""CB"", ""output_folder"": ""/reg_output"", ""DCMInput"": true, ""temp_folder"": ""/reg_tmp""}",0.857,False,Missing: mask_folder_t1
normal vocab,26,"IOS Registration T1: /s1, T2: /s2. Model: /mod/reg. Output: /aligned. Log: /aligned/reg.log. Mode: Auto_IOS",areg_ios,areg_ios,True,"{""T1"": ""/s1"", ""T2"": ""/s2"", ""output"": ""/aligned"", ""model"": ""/mod/reg"", ""log_path"": ""/aligned/reg.log"", ""areg_mode"": ""Auto_IOS""}","{""T1"": ""/s1"", ""T2"": ""/s2"", ""output"": ""/aligned"", ""model"": ""/mod/reg"", ""log_path"": ""/aligned/reg.log"", ""areg_mode"": ""Auto_IOS""}","{""T1"": ""/s1"", ""T2"": ""/s2"", ""output"": ""/aligned"", ""model"": ""/mod/reg"", ""log_path"": ""/aligned/reg.log"", ""areg_mode"": ""Auto_IOS""}",1.0,True,
normal vocab,27,"AutoCrop3D: Scans at /vol, Markers at /vol/m.json. Output: /vol/crop. Box size: false. Log: /vol/crop.log",autocrop3d,autocrop3d,True,"{""scan_files_path"": ""/vol"", ""path_ROI_file"": ""/vol/m.json"", ""output_path"": ""/vol/crop"", ""box_Size"": false, ""logPath"": ""/vol/crop.log""}","{""scan_files_path"": ""/vol"", ""path_ROI_file"": ""/vol/m.json"", ""output_path"": ""/vol/crop"", ""box_Size"": false, ""logPath"": ""/vol/crop.log""}","{""scan_files_path"": ""/vol"", ""path_ROI_file"": ""/vol/m.json"", ""output_path"": ""/vol/crop"", ""box_Size"": false, ""logPath"": ""/vol/crop.log""}",1.0,True,
normal vocab,28,Apply matrix to /pat/scan.nii.gz from /pat/mat. Reference: /pat/ref.nii.gz. Output: /pat/out. Log: /pat/log. is_seg: true. fromAreg: true.,automatrix,automatrix,True,"{""input_patient"": ""/pat/scan.nii.gz"", ""input_matrix"": ""/pat/mat"", ""reference_file"": ""/pat/ref.nii.gz"", ""fromAreg"": true, ""output_folder"": ""/pat/out"", ""log_path"": ""/pat/log"", ""is_seg"": true}","{""input_patient"": ""/pat/scan.nii.gz"", ""input_matrix"": ""/pat/mat"", ""reference_file"": ""/pat/ref.nii.gz"", ""fromAreg"": true, ""output_folder"": ""/pat/out"", ""log_path"": ""/pat/log"", ""is_seg"": true}","{""input_patient"": ""/pat/scan.nii.gz"", ""input_matrix"": ""/pat/mat"", ""reference_file"": ""/pat/ref.nii.gz"", ""fromAreg"": true, ""output_folder"": ""/pat/out"", ""log_path"": ""/pat/log"", ""is_seg"": true}",1.0,True,
normal vocab,29,CLIC segmentation for /scans/dicom. Models: /clic_v1. Output: /segs.,clic,clic,True,"{""input_path"": ""/scans/dicom"", ""model_folder"": ""/clic_v1"", ""output_dir"": ""/segs""}","{""input_path"": ""/scans/dicom"", ""model_folder"": ""/clic_v1"", ""output_dir"": ""/segs""}","{""input_path"": ""/scans/dicom"", ""model_folder"": ""/clic_v1"", ""output_dir"": ""/segs""}",1.0,True,
normal vocab,30,"ShapeAXI analysis on /data/meshes. Out: /data/results. Type: mesh, Task: regression, Model: net, NN: vgg, Classes: 1. Log: /data/res.log",docshapeaxi,docshapeaxi,True,"{""input_dir"": ""/data/meshes"", ""output_dir"": ""/data/results"", ""data_type"": ""mesh"", ""task"": ""regression"", ""model"": ""net"", ""nn"": ""vgg"", ""num_classes"": 1, ""log_path"": ""/data/res.log""}","{""input_dir"": ""/data/meshes"", ""output_dir"": ""/data/results"", ""data_type"": ""mesh"", ""task"": ""regression"", ""model"": ""net"", ""nn"": ""vgg"", ""num_classes"": 1, ""log_path"": ""/data/res.log""}","{""input_dir"": ""/data/meshes"", ""output_dir"": ""/data/results"", ""data_type"": ""mesh"", ""task"": ""regression"", ""model"": ""net"", ""nn"": ""vgg"", ""num_classes"": 1, ""log_path"": ""/data/res.log""}",1.0,True,
normal vocab,31,Create MedX Dashboard from /results/summaries. Save to /results/dashboard.,medx_dashboard,medx_dashboard,True,"{""summary_folder"": ""/results/summaries"", ""output_folder"": ""/results/dashboard""}","{""summary_folder"": ""/results/summaries"", ""output_folder"": ""/results/dashboard""}","{""summary_folder"": ""/results/summaries"", ""output_folder"": ""/results/dashboard""}",1.0,True,
normal vocab,32,Summarize notes at /in/notes. Model: t5-large. Output: /out/notes. Log: /out/notes.log,medx_summarize,medx_summarize,True,"{""input_notes"": ""/in/notes"", ""input_model"": ""t5-large"", ""output_folder"": ""/out/notes"", ""log_path"": ""/out/notes.log""}","{""input_notes"": ""/in/notes"", ""input_model"": ""t5-large"", ""output_folder"": ""/out/notes"", ""log_path"": ""/out/notes.log""}","{""input_notes"": ""/in/notes"", ""input_model"": ""t5-large"", ""output_folder"": ""/out/notes"", ""log_path"": ""/out/notes.log""}",1.0,True,
normal vocab,33,MRI approximation /mri to CBCT /cbct. Output: /mri_approx.,mri2cbct_approx,mri2cbct_approx,True,"{""cbct_folder"": ""/cbct"", ""mri_folder"": ""/mri"", ""output_folder"": ""/mri_approx""}","{""cbct_folder"": ""/cbct"", ""mri_folder"": ""/mri"", ""output_folder"": ""/mri_approx""}","{""cbct_folder"": ""/cbct"", ""mri_folder"": ""/mri"", ""output_folder"": ""/mri_approx""}",1.0,True,
normal vocab,34,Register MRI /mri_folder to CBCT /cbct_folder with mask /masks/m.nii.gz. Output: /reg_mri.,mri2cbct_reg,mri2cbct_reg,True,"{""output_folder"": ""/reg_mri"", ""mri_folder"": ""/mri_folder"", ""cbct_folder"": ""/cbct_folder"", ""cbct_label2"": ""/masks/m.nii.gz""}","{""mri_folder"": ""/mri_folder"", ""cbct_folder"": ""/cbct_folder"", ""cbct_label2"": ""/masks/m.nii.gz"", ""output_folder"": ""/reg_mri""}","{""output_folder"": ""/reg_mri"", ""mri_folder"": ""/mri_folder"", ""cbct_folder"": ""/cbct_folder"", ""cbct_label2"": ""/masks/m.nii.gz""}",1.0,True,
normal vocab,35,"Left-Right asymmetry crop for CBCT /c, MRI /m, Seg /s. Output: /lrcrop.",mri2cbct_lr_crop,mri2cbct_lr_crop,True,"{""input_folder_CBCT"": ""/c"", ""input_folder_MRI"": ""/m"", ""input_folder_Seg"": ""/s"", ""output_folder"": ""/lrcrop""}","{""input_folder_CBCT"": ""/c"", ""input_folder_MRI"": ""/m"", ""input_folder_Seg"": ""/s"", ""output_folder"": ""/lrcrop""}","{""input_folder_CBCT"": ""/c"", ""input_folder_MRI"": ""/m"", ""input_folder_Seg"": ""/s"", ""output_folder"": ""/lrcrop""}",1.0,True,
normal vocab,36,"Standardize MRI /raw_mri to /standard_mri. Z-spacing: 2.0. Direction: '1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0'",mri2cbct_orient_center,mri2cbct_orient_center,True,"{""input_folder"": ""/raw_mri"", ""direction"": ""1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0"", ""output_folder"": ""/standard_mri"", ""acquisition_z_spacing"": 2.0}","{""input_folder"": ""/raw_mri"", ""direction"": ""1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0"", ""acquisition_z_spacing"": 2.0, ""output_folder"": ""/standard_mri""}","{""input_folder"": ""/raw_mri"", ""direction"": ""1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0"", ""output_folder"": ""/standard_mri"", ""acquisition_z_spacing"": 2.0}",1.0,True,
