category,index,query,expected_tool,predicted_tool,tool_correct,expected_params,predicted_params_raw,predicted_params_converted,param_accuracy,params_perfect,param_errors
portuguese,11,Efetua um registo flexível (deformável) na superfície /data/tooth.vtk. Utiliza o método 'butterfly' e coloca o resultado em /data/warped_output.,flexreg,flexreg,True,"{""input_surface"": ""/data/tooth.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/data/warped_output""}","{""input_surface"": ""/data/tooth.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/data/warped_output""}","{""input_surface"": ""/data/tooth.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/data/warped_output""}",1.0,True,
portuguese,12,Gera um painel interativo (dashboard) a partir dos resumos clínicos em /data/reports. Guarda os ficheiros HTML em /data/dashboard.,medx_dashboard,medx_dashboard,True,"{""summary_folder"": ""/data/reports"", ""output_folder"": ""/data/dashboard""}","{""summary_folder"": ""/data/reports"", ""output_folder"": ""/data/dashboard""}","{""summary_folder"": ""/data/reports"", ""output_folder"": ""/data/dashboard""}",1.0,True,
portuguese,13,Produz uma síntese das notas médicas situadas em /data/notes com o modelo t5-base. Guarda os resumos em /data/summaries e o log em /data/summaries/medx.log.,medx_summarize,medx_summarize,True,"{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/data/summaries"", ""log_path"": ""/data/summaries/medx.log""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/data/summaries"", ""log_path"": ""/data/summaries/medx.log""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/data/summaries"", ""log_path"": ""/data/summaries/medx.log""}",1.0,True,
portuguese,14,Realiza uma aproximação de imagem RM para CBCT para os ficheiros em /data/mri usando /data/cbct como referência. Guarda os resultados em /data/approx_images.,mri2cbct_approx,mri2cbct_approx,True,"{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""output_folder"": ""/data/approx_images""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""output_folder"": ""/data/approx_images""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""output_folder"": ""/data/approx_images""}",1.0,True,
portuguese,15,Alinha as sequências RM de /data/mri com os volumes CBCT de /data/cbct. Usa as máscaras de /data/masks para guiar o registo e guarda em /data/aligned_mri.,mri2cbct_reg,mri2cbct_reg,True,"{""mri_folder"": ""/data/mri"", ""cbct_folder"": ""/data/cbct"", ""cbct_label2"": ""/data/masks"", ""output_folder"": ""/data/aligned_mri""}","{""mri_folder"": ""/data/mri"", ""cbct_folder"": ""/data/cbct"", ""cbct_label2"": ""/data/masks"", ""output_folder"": ""/data/aligned_mri""}","{""output_folder"": ""/data/aligned_mri"", ""mri_folder"": ""/data/mri"", ""cbct_folder"": ""/data/cbct"", ""cbct_label2"": ""/data/masks""}",1.0,True,
portuguese,16,"Separa os lados esquerdo e direito dos scans para análise de assimetria. CBCT: /data/cbct, RM: /data/mri, Seg: /data/seg. Coloca os ficheiros de recorte em /data/lr_output.",mri2cbct_lr_crop,mri2cbct_lr_crop,True,"{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/lr_output""}","{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/lr_output""}","{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/lr_output""}",1.0,True,
portuguese,17,"Reorienta e centra as RM brutas em /data/mri_raw. Usa a direção padrão [-1,0,0,0,-1,0,0,0,1] e um espaçamento Z de 1.5. Saída: /data/centered_mri.",mri2cbct_orient_center,mri2cbct_orient_center,True,"{""input_folder"": ""/data/mri_raw"", ""direction"": ""-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0"", ""output_folder"": ""/data/centered_mri"", ""acquisition_z_spacing"": 1.5}","{""input_folder"": ""/data/mri_raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""output_folder"": ""/data/centered_mri"", ""acquisition_z_spacing"": 1.5}","{""input_folder"": ""/data/mri_raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""output_folder"": ""/data/centered_mri"", ""acquisition_z_spacing"": 1.5}",0.75,False,"'direction': expected '-1.0, 0.0, 0.0, 0.0, -1.0, 0., got '-1,0,0,0,-1,0,0,0,1'"
portuguese,18,"Reamostra todos os volumes da pasta /data/raw para um tamanho de [256, 256, 128]. Guarda os novos ficheiros em /data/resampled.",mri2cbct_resample,mri2cbct_resample,True,"{""input_folder_MRI"": ""/data/raw/MRI"", ""input_folder_T2_MRI"": ""/data/raw/MRI_T2"", ""input_folder_CBCT"": ""/data/raw/CBCT"", ""input_folder_T2_CBCT"": ""/data/raw/CBCT_T2"", ""input_folder_Seg"": ""/data/raw/Seg"", ""input_folder_T2_Seg"": ""/data/raw/Seg_T2"", ""output_folder"": ""/data/resampled"", ""resample_size"": [256, 256, 128], ""spacing"": [0.3, 0.3, 0.3], ""center"": false}","{""output_folder"": ""/data/resampled"", ""resample_size"": ""[256, 256, 128]""}","{""output_folder"": ""/data/resampled"", ""resample_size"": ""[256, 256, 128]""}",0.2,False,Missing: input_folder_MRI; Missing: input_folder_T2_MRI; Missing: input_folder_CBCT; Missing: input_folder_T2_CBCT; Missing: input_folder_Seg; Missing: input_folder_T2_Seg; Missing: spacing; Missing: center
portuguese,19,Extrai as regiões da articulação temporomandibular (ATM) dos scans CBCT e RM. Usa as segmentações em /data/seg e o modelo /models/tmj. Guarda em /data/tmj_crops e log em /data/tmj_crops/run.log.,mri2cbct_tmj_crop,mri2cbct_tmj_crop,True,"{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""seg_folder"": ""/data/seg"", ""output_folder"": ""/data/tmj_crops"", ""model_folder"": ""/models/tmj"", ""tmp_folder"": ""/data/tmj_crops/run.log""}","{""seg_folder"": ""/data/seg"", ""model_folder"": ""/models/tmj"", ""output_folder"": ""/data/tmj_crops"", ""tmp_folder"": ""/data/tmj_crops/run.log""}","{""seg_folder"": ""/data/seg"", ""output_folder"": ""/data/tmj_crops"", ""model_folder"": ""/models/tmj"", ""tmp_folder"": ""/data/tmj_crops/run.log""}",0.667,False,Missing: cbct_folder; Missing: mri_folder
portuguese,20,"Prepara os scans CBCT em /data/raw para a orientação ASO. Usa o modelo em /models/aso, guarda em /data/pre_aso e log em /data/pre_aso/log.txt. Entrada não-DICOM.",pre_aso_cbct,pre_aso_cbct,True,"{""input"": ""/data/raw"", ""output_folder"": ""/data/pre_aso"", ""model_folder"": ""/models/aso"", ""temp_folder"": ""/data/pre_aso/log.txt"", ""DCMInput"": false}","{""input"": ""/data/raw"", ""model_folder"": ""/models/aso"", ""output_folder"": ""/data/pre_aso"", ""temp_folder"": ""/data/pre_aso/log.txt"", ""DCMInput"": false}","{""input"": ""/data/raw"", ""output_folder"": ""/data/pre_aso"", ""model_folder"": ""/models/aso"", ""temp_folder"": ""/data/pre_aso/log.txt"", ""DCMInput"": false}",1.0,True,
portuguese,21,Padroniza a orientação dos scans intraaurais de /data/ios em relação à referência /data/gold. Processa os dentes 8 e 9 (maxila) com oclusão. Saída: /data/oriented_ios. Log: /data/oriented_ios/process.log.,pre_aso_ios,pre_aso_ios,True,"{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/oriented_ios"", ""list_teeth"": ""8,9"", ""occlusion"": true, ""jaw"": ""Upper"", ""log_path"": ""/data/oriented_ios/process.log""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/oriented_ios"", ""list_teeth"": ""8,9"", ""occlusion"": true, ""jaw"": ""Upper"", ""log_path"": ""/data/oriented_ios/process.log""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/oriented_ios"", ""list_teeth"": [""8"", ""9""], ""occlusion"": true, ""jaw"": ""Upper"", ""log_path"": ""/data/oriented_ios/process.log""}",0.857,False,"'list_teeth': expected '8,9', got ['8', '9']"
portuguese,22,Reorienta os scans CBCT em /data/scans usando os pontos Sella e Nasion. Usa a pasta de referência /data/gold e guarda em /data/fixed_orientation.,semi_aso_cbct,semi_aso_cbct,True,"{""input"": ""/data/scans"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/fixed_orientation"", ""list_landmark"": ""Sella Nasion""}","{""input"": ""/data/scans"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/fixed_orientation"", ""list_landmark"": ""Sella Nasion""}","{""input"": ""/data/scans"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/fixed_orientation"", ""list_landmark"": [""Sella"", ""Nasion""]}",0.75,False,"'list_landmark': expected 'Sella Nasion', got ['Sella', 'Nasion']"
portuguese,23,Ajusta a orientação das superfícies IOS em /data/ios via landmarks Cusp e Fossa. Usa a mandíbula superior e a referência /data/gold. Guarda em /data/semi_aso_out e log em /data/semi_aso_out/semi.log.,semi_aso_ios,semi_aso_ios,True,"{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/semi_aso_out"", ""list_landmark"": ""Cusp,Fossa"", ""occlusion"": false, ""jaw"": ""Upper"", ""log_path"": ""/data/semi_aso_out/semi.log""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/semi_aso_out"", ""list_landmark"": ""Cusp,Fossa"", ""jaw"": ""Upper"", ""log_path"": ""/data/semi_aso_out/semi.log""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/semi_aso_out"", ""list_landmark"": [""Cusp"", ""Fossa""], ""jaw"": ""Upper"", ""log_path"": ""/data/semi_aso_out/semi.log""}",0.714,False,"'list_landmark': expected 'Cusp,Fossa', got ['Cusp', 'Fossa']; Missing: occlusion"
