category,index,query,expected_tool,predicted_tool,tool_correct,expected_params,predicted_params_raw,predicted_params_converted,param_accuracy,params_perfect,param_errors
beginners,11,Warp the tooth shape at /data/tooth.stl. Use the butterfly way and save the new shape in /data/warped.,flexreg,flexreg,True,"{""input_surface"": ""/data/tooth.stl"", ""patch_type"": ""butterfly"", ""output_folder"": ""/data/warped""}","{""input_surface"": ""/data/tooth.stl"", ""patch_type"": ""butterfly"", ""output_folder"": ""/data/warped""}","{""input_surface"": ""/data/tooth.stl"", ""patch_type"": ""butterfly"", ""output_folder"": ""/data/warped""}",1.0,True,
beginners,12,Make a simple webpage to look at the results in /data/summaries. Save the files to /data/web_page.,medx_dashboard,medx_dashboard,True,"{""summary_folder"": ""/data/summaries"", ""output_folder"": ""/data/web_page""}","{""summary_folder"": ""/data/summaries"", ""output_folder"": ""/data/web_page""}","{""summary_folder"": ""/data/summaries"", ""output_folder"": ""/data/web_page""}",1.0,True,
beginners,13,Read the patient notes in /data/notes and give me a short summary. Use the t5-base model and save to /data/summary. Log it to /data/summary/log.txt.,medx_summarize,medx_summarize,True,"{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/data/summary"", ""log_path"": ""/data/summary/log.txt""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/data/summary"", ""log_path"": ""/data/summary/log.txt""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/data/summary"", ""log_path"": ""/data/summary/log.txt""}",1.0,True,
beginners,14,Make the MRI scans in /data/mri look like the CBCT scans in /data/cbct. Save the results to /data/approximated.,mri2cbct_approx,mri2cbct_approx,True,"{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""output_folder"": ""/data/approximated""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""output_folder"": ""/data/approximated""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""output_folder"": ""/data/approximated""}",1.0,True,
beginners,15,Line up the MRI folder /data/mri with the CBCT folder /data/cbct. Use the masks in /data/masks and save them to /data/registered.,mri2cbct_reg,mri2cbct_reg,True,"{""output_folder"": ""/data/registered"", ""mri_folder"": ""/data/mri"", ""cbct_folder"": ""/data/cbct"", ""cbct_label2"": ""/data/masks""}","{""mri_folder"": ""/data/mri"", ""cbct_folder"": ""/data/cbct"", ""cbct_label2"": ""/data/masks"", ""output_folder"": ""/data/registered""}","{""output_folder"": ""/data/registered"", ""mri_folder"": ""/data/mri"", ""cbct_folder"": ""/data/cbct"", ""cbct_label2"": ""/data/masks""}",1.0,True,
beginners,16,"Cut the scans into left and right sides. Use CBCT /data/cbct, MRI /data/mri, and Seg /data/seg. Put the pieces in /data/sides.",mri2cbct_lr_crop,mri2cbct_lr_crop,True,"{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/sides""}","{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/sides""}","{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/sides""}",1.0,True,
beginners,17,"Straighten the MRI scans in /data/mri_raw. Use direction -1,0,0,0,-1,0,0,0,1 and Z-spacing 1.5. Save them to /data/straight.",mri2cbct_orient_center,mri2cbct_orient_center,True,"{""input_folder"": ""/data/mri_raw"", ""direction"": ""-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0"", ""output_folder"": ""/data/straight"", ""acquisition_z_spacing"": 1.5}","{""input_folder"": ""/data/mri_raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""acquisition_z_spacing"": 1.5, ""output_folder"": ""/data/straight""}","{""input_folder"": ""/data/mri_raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""output_folder"": ""/data/straight"", ""acquisition_z_spacing"": 1.5}",0.75,False,"'direction': expected '-1.0, 0.0, 0.0, 0.0, -1.0, 0., got '-1,0,0,0,-1,0,0,0,1'"
beginners,18,"Change the resolution of all my scans in /data/raw to size [256, 256, 128]. Save the new versions to /data/resampled.",mri2cbct_resample,mri2cbct_resample,True,"{""input_folder_MRI"": ""/data/raw/MRI"", ""input_folder_T2_MRI"": ""/data/raw/MRI_T2"", ""input_folder_CBCT"": ""/data/raw/CBCT"", ""input_folder_T2_CBCT"": ""/data/raw/CBCT_T2"", ""input_folder_Seg"": ""/data/raw/Seg"", ""input_folder_T2_Seg"": ""/data/raw/Seg_T2"", ""output_folder"": ""/data/resampled"", ""resample_size"": [256, 256, 128], ""spacing"": [0.3, 0.3, 0.3], ""center"": false}","{""input_folder_MRI"": ""/data/raw"", ""output_folder"": ""/data/resampled"", ""resample_size"": [256, 256, 128]}","{""input_folder_MRI"": ""/data/raw"", ""output_folder"": ""/data/resampled"", ""resample_size"": ""[256, 256, 128]""}",0.2,False,"'input_folder_MRI': expected '/data/raw/MRI', got '/data/raw'; Missing: input_folder_T2_MRI; Missing: input_folder_CBCT; Missing: input_folder_T2_CBCT; Missing: input_folder_Seg; Missing: input_folder_T2_Seg; Missing: spacing; Missing: center"
beginners,19,Cut out the jaw joints from the scans in /data/cbct and /data/mri. Use /data/seg for reference and the model in /models/tmj. Save to /data/joints and log to /data/joints/log.txt.,mri2cbct_tmj_crop,mri2cbct_tmj_crop,True,"{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""seg_folder"": ""/data/seg"", ""output_folder"": ""/data/joints"", ""model_folder"": ""/models/tmj"", ""tmp_folder"": ""/data/joints/log.txt""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""seg_folder"": ""/data/seg"", ""output_folder"": ""/data/joints"", ""model_folder"": ""/models/tmj"", ""tmp_folder"": ""/data/joints/log.txt""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""seg_folder"": ""/data/seg"", ""output_folder"": ""/data/joints"", ""model_folder"": ""/models/tmj"", ""tmp_folder"": ""/data/joints/log.txt""}",1.0,True,
beginners,20,"Clean up the scans in /data/raw for ASO. Use the model in /models/aso, save to /data/pre, and log it to /data/pre/log.txt. These are not DICOM.",pre_aso_cbct,pre_aso_cbct,True,"{""input"": ""/data/raw"", ""output_folder"": ""/data/pre"", ""model_folder"": ""/models/aso"", ""temp_folder"": ""/data/pre/log.txt"", ""DCMInput"": false}","{""input"": ""/data/raw"", ""output_folder"": ""/data/pre"", ""model_folder"": ""/models/aso"", ""temp_folder"": ""/data/pre/log.txt"", ""DCMInput"": false}","{""input"": ""/data/raw"", ""output_folder"": ""/data/pre"", ""model_folder"": ""/models/aso"", ""temp_folder"": ""/data/pre/log.txt"", ""DCMInput"": false}",1.0,True,
beginners,21,Turn the mouth scans in /data/ios the right way using /data/gold. Do teeth 8 and 9 for the top jaw. Save to /data/turned and log to /data/turned/log.txt.,pre_aso_ios,pre_aso_ios,True,"{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/turned"", ""list_teeth"": ""8,9"", ""occlusion"": true, ""jaw"": ""Upper"", ""log_path"": ""/data/turned/log.txt""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/turned"", ""list_teeth"": ""8,9"", ""jaw"": ""Upper"", ""log_path"": ""/data/turned/log.txt""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/turned"", ""list_teeth"": [""8"", ""9""], ""jaw"": ""Upper"", ""log_path"": ""/data/turned/log.txt""}",0.714,False,"'list_teeth': expected '8,9', got ['8', '9']; Missing: occlusion"
beginners,22,Fix the angle of the scans in /data/scans using the landmarks Sella and Nasion. Use /data/gold as a guide and save to /data/fixed.,semi_aso_cbct,semi_aso_cbct,True,"{""input"": ""/data/scans"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/fixed"", ""list_landmark"": ""Sella Nasion""}","{""input"": ""/data/scans"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/fixed"", ""list_landmark"": ""Sella Nasion""}","{""input"": ""/data/scans"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/fixed"", ""list_landmark"": [""Sella"", ""Nasion""]}",0.75,False,"'list_landmark': expected 'Sella Nasion', got ['Sella', 'Nasion']"
beginners,23,Turn the mouth shapes in /data/ios using landmarks Cusp and Fossa. Use the top jaw with /data/gold. Save to /data/fixed and log to /data/fixed/semi.log.,semi_aso_ios,semi_aso_ios,True,"{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/fixed"", ""list_landmark"": ""Cusp,Fossa"", ""occlusion"": false, ""jaw"": ""Upper"", ""log_path"": ""/data/fixed/semi.log""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/fixed"", ""list_landmark"": ""Cusp,Fossa"", ""jaw"": ""Upper"", ""log_path"": ""/data/fixed/semi.log""}","{""input_folder"": ""/data/ios"", ""gold_folder"": ""/data/gold"", ""output_folder"": ""/data/fixed"", ""list_landmark"": [""Cusp"", ""Fossa""], ""jaw"": ""Upper"", ""log_path"": ""/data/fixed/semi.log""}",0.714,False,"'list_landmark': expected 'Cusp,Fossa', got ['Cusp', 'Fossa']; Missing: occlusion"
beginners,24,Can you find the landmark points on the patient scans in /data/scans? Use the models in /models/ali and save everything to /output. Use /tmp for the temporary files and note that these are not DICOM files.,ali_cbct,ali_cbct,True,"{""input"": ""/data/scans"", ""dir_models"": ""/models/ali"", ""lm_type"": ""1,2,3"", ""output_dir"": ""/output"", ""temp_fold"": ""/tmp"", ""DCMInput"": false}","{""input"": ""/data/scans"", ""dir_models"": ""/models/ali"", ""output_dir"": ""/output"", ""temp_fold"": ""/tmp"", ""DCMInput"": false}","{""input"": ""/data/scans"", ""dir_models"": ""/models/ali"", ""output_dir"": ""/output"", ""temp_fold"": ""/tmp"", ""DCMInput"": false}",0.833,False,Missing: lm_type
beginners,25,I need to find landmarks for teeth 8 and 9 on the scan file /data/teeth.stl. Use the models in /models/ios and save the results to /output/landmarks. Please keep a log at /output/process.log.,ali_ios,ali_ios,True,"{""input"": ""/data/teeth.stl"", ""dir_models"": ""/models/ios"", ""lm_type"": ""cusp fossa"", ""teeth"": ""8 9"", ""output_dir"": ""/output/landmarks"", ""log_path"": ""/output/process.log""}","{""input"": ""/data/teeth.stl"", ""dir_models"": ""/models/ios"", ""teeth"": ""8 9"", ""output_dir"": ""/output/landmarks"", ""log_path"": ""/output/process.log""}","{""input"": ""/data/teeth.stl"", ""dir_models"": ""/models/ios"", ""teeth"": [""8"", ""9""], ""output_dir"": ""/output/landmarks"", ""log_path"": ""/output/process.log""}",0.667,False,"Missing: lm_type; 'teeth': expected '8 9', got ['8', '9']"
beginners,26,"Please segment the Mandible and Maxilla from the scans in /data/cbct_scans. Use the models at /models/nnunet, save them to /data/results, and save the log to /data/results/amasss.log.",amasss_cli,amasss_cli,True,"{""inputVolume"": ""/data/cbct_scans"", ""modelDirectory"": ""/models/nnunet"", ""skullStructure"": ""Mandible,Maxilla"", ""output_folder"": ""/data/results"", ""temp_fold"": ""/data/results/amasss.log""}","{""inputVolume"": ""/data/cbct_scans"", ""modelDirectory"": ""/models/nnunet"", ""skullStructure"": ""Mandible,Maxilla"", ""output_folder"": ""/data/results"", ""temp_fold"": ""/data/results/amasss.log""}","{""inputVolume"": ""/data/cbct_scans"", ""modelDirectory"": ""/models/nnunet"", ""skullStructure"": ""Mandible,Maxilla"", ""output_folder"": ""/data/results"", ""temp_fold"": ""/data/results/amasss.log""}",1.0,True,
beginners,27,Help me align my first scans in /data/T1 with the second scans in /data/T2 using MAND registration. Put the results in /data/aligned and use /data/tmp for temporary files. These are not DICOMs.,areg_cbct,areg_cbct,True,"{""t1_folder"": ""/data/T1"", ""t2_folder"": ""/data/T2"", ""reg_type"": ""MAND"", ""output_folder"": ""/data/aligned"", ""DCMInput"": false, ""temp_folder"": ""/data/tmp""}","{""t1_folder"": ""/data/T1"", ""t2_folder"": ""/data/T2"", ""reg_type"": ""MAND"", ""output_folder"": ""/data/aligned"", ""DCMInput"": false, ""temp_folder"": ""/data/tmp""}","{""t1_folder"": ""/data/T1"", ""t2_folder"": ""/data/T2"", ""reg_type"": ""MAND"", ""output_folder"": ""/data/aligned"", ""DCMInput"": false, ""temp_folder"": ""/data/tmp""}",1.0,True,
beginners,28,"Can you register the dental scans in /data/pre to the ones in /data/post? Use the refinement model at /models/refine, save the output to /data/registered, and log it to /data/reg.log.",areg_ios,areg_ios,True,"{""T1"": ""/data/pre"", ""T2"": ""/data/post"", ""output"": ""/data/registered"", ""model"": ""/models/refine"", ""log_path"": ""/data/reg.log"", ""areg_mode"": ""Auto_IOS""}","{""T1"": ""/data/pre"", ""T2"": ""/data/post"", ""output"": ""/data/registered"", ""model"": ""/models/refine"", ""log_path"": ""/data/reg.log""}","{""T1"": ""/data/pre"", ""T2"": ""/data/post"", ""output"": ""/data/registered"", ""model"": ""/models/refine"", ""log_path"": ""/data/reg.log""}",0.833,False,Missing: areg_mode
beginners,29,I want to crop my scans in /data/volumes using the marker file /data/markers.json. Save the new files in /data/cropped and use a physical box size. Log the progress to /data/cropped/log.txt.,autocrop3d,autocrop3d,True,"{""scan_files_path"": ""/data/volumes"", ""path_ROI_file"": ""/data/markers.json"", ""output_path"": ""/data/cropped"", ""box_Size"": true, ""logPath"": ""/data/cropped/log.txt""}","{""scan_files_path"": ""/data/volumes"", ""path_ROI_file"": ""/data/markers.json"", ""output_path"": ""/data/cropped"", ""box_Size"": true, ""logPath"": ""/data/cropped/log.txt""}","{""scan_files_path"": ""/data/volumes"", ""path_ROI_file"": ""/data/markers.json"", ""output_path"": ""/data/cropped"", ""box_Size"": true, ""logPath"": ""/data/cropped/log.txt""}",1.0,True,
beginners,30,Apply the movement matrices in /data/tfm to the scan /data/patient.nii. Use /data/ref.nii as a reference and save the result to /data/output. Log it to /data/output/matrix.log.,automatrix,automatrix,True,"{""input_patient"": ""/data/patient.nii"", ""input_matrix"": ""/data/tfm"", ""reference_file"": ""/data/ref.nii"", ""output_folder"": ""/data/output"", ""log_path"": ""/data/output/matrix.log"", ""fromAreg"": false, ""is_seg"": false}","{""input_patient"": ""/data/patient.nii"", ""input_matrix"": ""/data/tfm"", ""reference_file"": ""/data/ref.nii"", ""output_folder"": ""/data/output"", ""log_path"": ""/data/output/matrix.log""}","{""input_patient"": ""/data/patient.nii"", ""input_matrix"": ""/data/tfm"", ""reference_file"": ""/data/ref.nii"", ""output_folder"": ""/data/output"", ""log_path"": ""/data/output/matrix.log""}",0.714,False,Missing: fromAreg; Missing: is_seg
beginners,31,"Please run a batch tooth segmentation on the folder /data/scans. Use the models in /models/weights, save the output to /data/segmented, and log the work to /data/segmented/seg.log.",batchdentalseg,batchdentalseg,True,"{""input_folder"": ""/data/scans"", ""output_folder"": ""/data/segmented"", ""models_folder"": ""/models/weights"", ""log_path"": ""/data/segmented/seg.log""}","{""input_folder"": ""/data/scans"", ""models_folder"": ""/models/weights"", ""output_folder"": ""/data/segmented"", ""log_path"": ""/data/segmented/seg.log""}","{""input_folder"": ""/data/scans"", ""output_folder"": ""/data/segmented"", ""models_folder"": ""/models/weights"", ""log_path"": ""/data/segmented/seg.log""}",1.0,True,
beginners,32,Run the CLIC segmentation on the scans in /data/patients. Use the Mask-RCNN model at /models/clic and put the masks in /data/masks.,clic,clic,True,"{""input_path"": ""/data/patients"", ""model_folder"": ""/models/clic"", ""output_dir"": ""/data/masks""}","{""input_path"": ""/data/patients"", ""model_folder"": ""/models/clic"", ""output_dir"": ""/data/masks""}","{""input_path"": ""/data/patients"", ""model_folder"": ""/models/clic"", ""output_dir"": ""/data/masks""}",1.0,True,
beginners,33,Analyze the tooth shapes of the meshes in /data/stls using the classification task. Use 3 classes and the resnet model. Save results to /data/analysis and log to /data/analysis/log.txt.,docshapeaxi,docshapeaxi,True,"{""input_dir"": ""/data/stls"", ""output_dir"": ""/data/analysis"", ""data_type"": ""mesh"", ""task"": ""classification"", ""model"": ""tooth_model"", ""nn"": ""resnet"", ""num_classes"": 3, ""log_path"": ""/data/analysis/log.txt""}","{""input_dir"": ""/data/stls"", ""output_dir"": ""/data/analysis"", ""task"": ""classification"", ""nn"": ""resnet"", ""num_classes"": 3, ""log_path"": ""/data/analysis/log.txt""}","{""input_dir"": ""/data/stls"", ""output_dir"": ""/data/analysis"", ""task"": ""classification"", ""nn"": ""resnet"", ""num_classes"": 3, ""log_path"": ""/data/analysis/log.txt""}",0.75,False,Missing: data_type; Missing: model
beginners,34,Do a flexible registration for the tooth mesh at /data/tooth.vtk. Use the butterfly method and save the new mesh in /data/flex_output.,flexreg,flexreg,True,"{""input_surface"": ""/data/tooth.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/data/flex_output""}","{""input_surface"": ""/data/tooth.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/data/flex_output""}","{""input_surface"": ""/data/tooth.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/data/flex_output""}",1.0,True,
beginners,35,Make a web dashboard to show the results in /data/results. Save the HTML dashboard files in /data/dashboard.,medx_dashboard,medx_dashboard,True,"{""summary_folder"": ""/data/results"", ""output_folder"": ""/data/dashboard""}","{""summary_folder"": ""/data/results"", ""output_folder"": ""/data/dashboard""}","{""summary_folder"": ""/data/results"", ""output_folder"": ""/data/dashboard""}",1.0,True,
beginners,36,Summarize the patient notes in /data/notes using the t5-base model. Put the summaries in /data/summaries and save the log to /data/summaries/medx.log.,medx_summarize,medx_summarize,True,"{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/data/summaries"", ""log_path"": ""/data/summaries/medx.log""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/data/summaries"", ""log_path"": ""/data/summaries/medx.log""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/data/summaries"", ""log_path"": ""/data/summaries/medx.log""}",1.0,True,
beginners,37,Approximate the MRI scans in /data/mri using the CBCT scans in /data/cbct. Put the results in /data/approximated.,mri2cbct_approx,mri2cbct_approx,True,"{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""output_folder"": ""/data/approximated""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""output_folder"": ""/data/approximated""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""output_folder"": ""/data/approximated""}",1.0,True,
beginners,38,Register my MRI folder /data/mri to the CBCT folder /data/cbct. Use the masks in /data/masks and save the registered images to /data/registered.,mri2cbct_reg,mri2cbct_reg,True,"{""output_folder"": ""/data/registered"", ""mri_folder"": ""/data/mri"", ""cbct_folder"": ""/data/cbct"", ""cbct_label2"": ""/data/masks""}","{""mri_folder"": ""/data/mri"", ""cbct_folder"": ""/data/cbct"", ""cbct_label2"": ""/data/masks"", ""output_folder"": ""/data/registered""}","{""output_folder"": ""/data/registered"", ""mri_folder"": ""/data/mri"", ""cbct_folder"": ""/data/cbct"", ""cbct_label2"": ""/data/masks""}",1.0,True,
beginners,39,"Crop the left and right sides of the scans. CBCT: /data/cbct, MRI: /data/mri, Seg: /data/seg. Put the output crops in /data/lr_crops.",mri2cbct_lr_crop,mri2cbct_lr_crop,True,"{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/lr_crops""}","{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/lr_crops""}","{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/lr_crops""}",1.0,True,
