category,index,query,expected_tool,predicted_tool,tool_correct,expected_params,predicted_params_raw,predicted_params_converted,param_accuracy,params_perfect,param_errors
expert vocab,11,Perform flexible patch-based deformable registration on the dental surface file /models/surface_01.vtk. Implement the 'butterfly' patch methodology for non-rigid mapping. Output the resultant deformed mesh to /results/flex_registration.,flexreg,flexreg,True,"{""input_surface"": ""/models/surface_01.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/results/flex_registration""}","{""input_surface"": ""/models/surface_01.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/results/flex_registration""}","{""input_surface"": ""/models/surface_01.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/results/flex_registration""}",1.0,True,
expert vocab,12,Synthesize an interactive analytical dashboard from the clinical summary data in /reports/study_01. Generate the HTML visualization suite in /reports/dashboard_output.,medx_dashboard,medx_dashboard,True,"{""summary_folder"": ""/reports/study_01"", ""output_folder"": ""/reports/dashboard_output""}","{""summary_folder"": ""/reports/study_01"", ""output_folder"": ""/reports/dashboard_output""}","{""summary_folder"": ""/reports/study_01"", ""output_folder"": ""/reports/dashboard_output""}",1.0,True,
expert vocab,13,Perform transformer-based NLP summarization on the corpus of clinical narratives in /records/patient_notes. Utilize the 't5-base' architecture for abstractive summarization. Export findings to /records/summaries and log the NLP pipeline execution to /records/summaries/medx.log.,medx_summarize,medx_summarize,True,"{""input_notes"": ""/records/patient_notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/records/summaries"", ""log_path"": ""/records/summaries/medx.log""}","{""input_notes"": ""/records/patient_notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/records/summaries"", ""log_path"": ""/records/summaries/medx.log""}","{""input_notes"": ""/records/patient_notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/records/summaries"", ""log_path"": ""/records/summaries/medx.log""}",1.0,True,
expert vocab,14,Execute multimodal intensity normalization and spatial domain approximation of MRI datasets in /imaging/mri to the reference CBCT frame in /imaging/cbct. Save the synthesized volumes to /imaging/approximated_scans.,mri2cbct_approx,mri2cbct_approx,True,"{""cbct_folder"": ""/imaging/cbct"", ""mri_folder"": ""/imaging/mri"", ""output_folder"": ""/imaging/approximated_scans""}","{""cbct_folder"": ""/imaging/cbct"", ""mri_folder"": ""/imaging/mri"", ""output_folder"": ""/imaging/approximated_scans""}","{""cbct_folder"": ""/imaging/cbct"", ""mri_folder"": ""/imaging/mri"", ""output_folder"": ""/imaging/approximated_scans""}",1.0,True,
expert vocab,15,Implement multimodal deformable registration to align the MRI cohort in /data/mri_seq with the CBCT reference in /data/cbct_seq. Incorporate anatomical constraints using CBCT masks from /data/cbct_masks. Persist registered volumes to /data/multimodal_alignment.,mri2cbct_reg,mri2cbct_reg,True,"{""output_folder"": ""/data/multimodal_alignment"", ""mri_folder"": ""/data/mri_seq"", ""cbct_folder"": ""/data/cbct_seq"", ""cbct_label2"": ""/data/cbct_masks""}","{""output_folder"": ""/data/multimodal_alignment"", ""mri_folder"": ""/data/mri_seq"", ""cbct_folder"": ""/data/cbct_seq"", ""cbct_label2"": ""/data/cbct_masks""}","{""output_folder"": ""/data/multimodal_alignment"", ""mri_folder"": ""/data/mri_seq"", ""cbct_folder"": ""/data/cbct_seq"", ""cbct_label2"": ""/data/cbct_masks""}",1.0,True,
expert vocab,16,"Perform bilateral hemimandibular ROI extraction for morphometric asymmetry assessment from registered MRI-CBCT pairs. Inputs: CBCT (/data/cbct), MRI (/data/mri), and Segmentations (/data/seg). Export the asymmetric crops to /data/analysis/lr_crops.",mri2cbct_lr_crop,mri2cbct_lr_crop,True,"{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/analysis/lr_crops""}","{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/analysis/lr_crops""}","{""input_folder_CBCT"": ""/data/cbct"", ""input_folder_MRI"": ""/data/mri"", ""input_folder_Seg"": ""/data/seg"", ""output_folder"": ""/data/analysis/lr_crops""}",1.0,True,
expert vocab,17,"Standardize the anatomical orientation and spatial centering of the MRI volumes in /raw/mri_data. Reorient to cardinal direction [-1, 0, 0, 0, -1, 0, 0, 0, 1] and resample to a Z-axis spacing of 1.5mm. Output: /standardized/mri_volumes.",mri2cbct_orient_center,mri2cbct_orient_center,True,"{""input_folder"": ""/raw/mri_data"", ""direction"": ""-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0"", ""output_folder"": ""/standardized/mri_volumes"", ""acquisition_z_spacing"": 1.5}","{""input_folder"": ""/raw/mri_data"", ""direction"": ""-1, 0, 0, 0, -1, 0, 0, 0, 1"", ""output_folder"": ""/standardized/mri_volumes"", ""acquisition_z_spacing"": 1.5}","{""input_folder"": ""/raw/mri_data"", ""direction"": ""-1, 0, 0, 0, -1, 0, 0, 0, 1"", ""output_folder"": ""/standardized/mri_volumes"", ""acquisition_z_spacing"": 1.5}",0.75,False,"'direction': expected '-1.0, 0.0, 0.0, 0.0, -1.0, 0., got '-1, 0, 0, 0, -1, 0, 0, 0, 1'"
expert vocab,18,"Perform isotropic voxel resampling and grid interpolation of the multimodal dataset in /study/raw. Target resolution: [256, 256, 128] with 0.3mm spacing. Save resampled volumes to /study/resampled.",mri2cbct_resample,mri2cbct_resample,True,"{""input_folder_MRI"": ""/study/raw/MRI"", ""input_folder_T2_MRI"": ""/study/raw/MRI_T2"", ""input_folder_CBCT"": ""/study/raw/CBCT"", ""input_folder_T2_CBCT"": ""/study/raw/CBCT_T2"", ""input_folder_Seg"": ""/study/raw/Seg"", ""input_folder_T2_Seg"": ""/study/raw/Seg_T2"", ""output_folder"": ""/study/resampled"", ""resample_size"": [256, 256, 128], ""spacing"": [0.3, 0.3, 0.3], ""center"": false}","{""output_folder"": ""/study/resampled"", ""resample_size"": ""[256, 256, 128]"", ""spacing"": ""[0.3, 0.3, 0.3]""}","{""output_folder"": ""/study/resampled"", ""resample_size"": ""[256, 256, 128]"", ""spacing"": ""[0.3, 0.3, 0.3]""}",0.3,False,Missing: input_folder_MRI; Missing: input_folder_T2_MRI; Missing: input_folder_CBCT; Missing: input_folder_T2_CBCT; Missing: input_folder_Seg; Missing: input_folder_T2_Seg; Missing: center
expert vocab,19,"Execute automated nnUNet-based segmentation and spatial cropping of the Temporomandibular Joint (TMJ) complex. Process CBCT (/data/cbct), MRI (/data/mri), and segmentations (/data/seg) using weights from /models/tmj_v2. Save ROIs to /data/tmj_crops and log to /data/tmj_crops/tmj.log.",mri2cbct_tmj_crop,mri2cbct_tmj_crop,True,"{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""seg_folder"": ""/data/seg"", ""output_folder"": ""/data/tmj_crops"", ""model_folder"": ""/models/tmj_v2"", ""tmp_folder"": ""/data/tmj_crops/tmj.log""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""seg_folder"": ""/data/seg"", ""output_folder"": ""/data/tmj_crops"", ""model_folder"": ""/models/tmj_v2"", ""tmp_folder"": ""/data/tmj_crops/tmj.log""}","{""cbct_folder"": ""/data/cbct"", ""mri_folder"": ""/data/mri"", ""seg_folder"": ""/data/seg"", ""output_folder"": ""/data/tmj_crops"", ""model_folder"": ""/models/tmj_v2"", ""tmp_folder"": ""/data/tmj_crops/tmj.log""}",1.0,True,
expert vocab,20,Implement standardized orientation normalization for Automatic Segmentation Orientation (ASO) on the CBCT series in /dataset/raw_scans. Deploy models from /opt/aso/pre_aso_v1. Export volumes to /dataset/pre_aso. Input: DICOM. Log: /dataset/pre_aso/pre_aso.log.,pre_aso_cbct,pre_aso_cbct,True,"{""input"": ""/dataset/raw_scans"", ""output_folder"": ""/dataset/pre_aso"", ""model_folder"": ""/opt/aso/pre_aso_v1"", ""temp_folder"": ""/dataset/pre_aso/pre_aso.log"", ""DCMInput"": true}","{""input"": ""/dataset/raw_scans"", ""output_folder"": ""/dataset/pre_aso"", ""model_folder"": ""/opt/aso/pre_aso_v1"", ""temp_folder"": ""/dataset/pre_aso/pre_aso.log"", ""DCMInput"": true}","{""input"": ""/dataset/raw_scans"", ""output_folder"": ""/dataset/pre_aso"", ""model_folder"": ""/opt/aso/pre_aso_v1"", ""temp_folder"": ""/dataset/pre_aso/pre_aso.log"", ""DCMInput"": true}",1.0,True,
expert vocab,21,"Standardize intraoral surface orientation for ASO using reference templates from /gold_standard/templates. Process FDI positions '11, 21' for the 'Upper' jaw in an 'occlusion' state. Source: /ios/raw. Save to /ios/oriented and log to /ios/oriented/pre_aso.log.",pre_aso_ios,pre_aso_ios,True,"{""input_folder"": ""/ios/raw"", ""gold_folder"": ""/gold_standard/templates"", ""output_folder"": ""/ios/oriented"", ""list_teeth"": ""11,21"", ""occlusion"": true, ""jaw"": ""Upper"", ""log_path"": ""/ios/oriented/pre_aso.log""}","{""input_folder"": ""/ios/raw"", ""gold_folder"": ""/gold_standard/templates"", ""output_folder"": ""/ios/oriented"", ""list_teeth"": ""11,21"", ""occlusion"": true, ""jaw"": ""Upper"", ""log_path"": ""/ios/oriented/pre_aso.log""}","{""input_folder"": ""/ios/raw"", ""gold_folder"": ""/gold_standard/templates"", ""output_folder"": ""/ios/oriented"", ""list_teeth"": [""11"", ""21""], ""occlusion"": true, ""jaw"": ""Upper"", ""log_path"": ""/ios/oriented/pre_aso.log""}",0.857,False,"'list_teeth': expected '11,21', got ['11', '21']"
expert vocab,22,"Perform semi-automatic CBCT orientation using landmark-guided ICP registration. Source: /data/unaligned. Reference: /atlas/gold. Utilize landmarks 'Sella, Nasion, Porion' for spatial alignment. Export oriented volumes to /data/standardized.",semi_aso_cbct,semi_aso_cbct,True,"{""input"": ""/data/unaligned"", ""gold_folder"": ""/atlas/gold"", ""output_folder"": ""/data/standardized"", ""list_landmark"": ""Sella Nasion Porion""}","{""input"": ""/data/unaligned"", ""gold_folder"": ""/atlas/gold"", ""output_folder"": ""/data/standardized"", ""list_landmark"": ""Sella Nasion Porion""}","{""input"": ""/data/unaligned"", ""gold_folder"": ""/atlas/gold"", ""output_folder"": ""/data/standardized"", ""list_landmark"": [""Sella"", ""Nasion"", ""Porion""]}",0.75,False,"'list_landmark': expected 'Sella Nasion Porion', got ['Sella', 'Nasion', 'Porion']"
expert vocab,23,"Implement semi-automatic dental mesh orientation using point-based ICP. Source: /surfaces/raw. Reference: /surfaces/gold. Landmarks: 'Mesial, Distal'. Jaw: 'Lower'. Occlusion: false. Save oriented meshes to /surfaces/standardized and log to /surfaces/standardized/semi.log.",semi_aso_ios,semi_aso_ios,True,"{""input_folder"": ""/surfaces/raw"", ""gold_folder"": ""/surfaces/gold"", ""output_folder"": ""/surfaces/standardized"", ""list_landmark"": ""Mesial,Distal"", ""occlusion"": false, ""jaw"": ""Lower"", ""log_path"": ""/surfaces/standardized/semi.log""}","{""input_folder"": ""/surfaces/raw"", ""gold_folder"": ""/surfaces/gold"", ""output_folder"": ""/surfaces/standardized"", ""list_landmark"": ""Mesial,Distal"", ""occlusion"": false, ""jaw"": ""Lower"", ""log_path"": ""/surfaces/standardized/semi.log""}","{""input_folder"": ""/surfaces/raw"", ""gold_folder"": ""/surfaces/gold"", ""output_folder"": ""/surfaces/standardized"", ""list_landmark"": [""Mesial"", ""Distal""], ""occlusion"": false, ""jaw"": ""Lower"", ""log_path"": ""/surfaces/standardized/semi.log""}",0.857,False,"'list_landmark': expected 'Mesial,Distal', got ['Mesial', 'Distal']"
