category,index,query,expected_tool,predicted_tool,tool_correct,expected_params,predicted_params_raw,predicted_params_converted,param_accuracy,params_perfect,param_errors
short,11,Warp /mesh.vtk using butterfly method. Save to /warped_out.,flexreg,flexreg,True,"{""input_surface"": ""/mesh.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/warped_out""}","{""input_surface"": ""/mesh.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/warped_out""}","{""input_surface"": ""/mesh.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/warped_out""}",1.0,True,
short,12,Create dashboard from /reports/summaries. Output to /web_out.,medx_dashboard,medx_dashboard,True,"{""summary_folder"": ""/reports/summaries"", ""output_folder"": ""/web_out""}","{""summary_folder"": ""/reports/summaries"", ""output_folder"": ""/web_out""}","{""summary_folder"": ""/reports/summaries"", ""output_folder"": ""/web_out""}",1.0,True,
short,13,Summarize notes in /data/notes using t5-base. Save to /summaries.,medx_summarize,medx_summarize,True,"{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/summaries""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/summaries""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/summaries""}",1.0,True,
short,14,Approximate MRI /mri_dir to CBCT /cbct_ref. Save to /approx_out.,mri2cbct_approx,mri2cbct_approx,True,"{""mri_folder"": ""/mri_dir"", ""cbct_folder"": ""/cbct_ref"", ""output_folder"": ""/approx_out""}","{""mri_folder"": ""/mri_dir"", ""cbct_folder"": ""/cbct_ref"", ""output_folder"": ""/approx_out""}","{""cbct_folder"": ""/cbct_ref"", ""mri_folder"": ""/mri_dir"", ""output_folder"": ""/approx_out""}",1.0,True,
short,15,Register MRI /mri to CBCT /cbct with mask /seg to /aligned.,mri2cbct_reg,mri2cbct_reg,True,"{""mri_folder"": ""/mri"", ""cbct_folder"": ""/cbct"", ""cbct_label2"": ""/seg"", ""output_folder"": ""/aligned""}","{""mri_folder"": ""/mri"", ""cbct_folder"": ""/cbct"", ""cbct_label2"": ""/seg"", ""output_folder"": ""/aligned""}","{""output_folder"": ""/aligned"", ""mri_folder"": ""/mri"", ""cbct_folder"": ""/cbct"", ""cbct_label2"": ""/seg""}",1.0,True,
short,16,"LR crop CBCT /c, MRI /m, and Seg /s. Output to /lr_results.",mri2cbct_lr_crop,mri2cbct_lr_crop,True,"{""input_folder_CBCT"": ""/c"", ""input_folder_MRI"": ""/m"", ""input_folder_Seg"": ""/s"", ""output_folder"": ""/lr_results""}","{""input_folder_CBCT"": ""/c"", ""input_folder_MRI"": ""/m"", ""input_folder_Seg"": ""/s"", ""output_folder"": ""/lr_results""}","{""input_folder_CBCT"": ""/c"", ""input_folder_MRI"": ""/m"", ""input_folder_Seg"": ""/s"", ""output_folder"": ""/lr_results""}",1.0,True,
short,17,"Center MRI /raw using dir -1,0,0,0,-1,0,0,0,1 to /centered.",mri2cbct_orient_center,mri2cbct_orient_center,True,"{""input_folder"": ""/raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""output_folder"": ""/centered""}","{""input_folder"": ""/raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""output_folder"": ""/centered""}","{""input_folder"": ""/raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""output_folder"": ""/centered""}",1.0,True,
short,18,"Resample /raw_vol to [256,256,128]. Output to /resampled_out.",mri2cbct_resample,mri2cbct_resample,True,"{""input_folder_MRI"": ""/raw_vol/MRI"", ""output_folder"": ""/resampled_out"", ""resample_size"": [256, 256, 128]}","{""output_folder"": ""/resampled_out"", ""resample_size"": ""[256,256,128]""}","{""output_folder"": ""/resampled_out"", ""resample_size"": ""[256,256,128]""}",0.333,False,"Missing: input_folder_MRI; 'resample_size': expected [256, 256, 128], got '[256,256,128]'"
short,19,Crop TMJ from /cbct and /mri with /seg. Save to /tmj_out.,mri2cbct_tmj_crop,mri2cbct_tmj_crop,True,"{""cbct_folder"": ""/cbct"", ""mri_folder"": ""/mri"", ""seg_folder"": ""/seg"", ""output_folder"": ""/tmj_out""}","{""cbct_folder"": ""/cbct"", ""mri_folder"": ""/mri"", ""seg_folder"": ""/seg"", ""output_folder"": ""/tmj_out""}","{""cbct_folder"": ""/cbct"", ""mri_folder"": ""/mri"", ""seg_folder"": ""/seg"", ""output_folder"": ""/tmj_out""}",1.0,True,
short,20,Pre-ASO CBCT /data/raw using /models/aso to /aso_out.,pre_aso_cbct,pre_aso_cbct,True,"{""input"": ""/data/raw"", ""model_folder"": ""/models/aso"", ""output_folder"": ""/aso_out""}","{""input"": ""/data/raw"", ""model_folder"": ""/models/aso"", ""output_folder"": ""/aso_out""}","{""input"": ""/data/raw"", ""output_folder"": ""/aso_out"", ""model_folder"": ""/models/aso""}",1.0,True,
short,21,Standardize Upper IOS /ios with gold /ref. Output to /out.,pre_aso_ios,pre_aso_ios,True,"{""input_folder"": ""/ios"", ""gold_folder"": ""/ref"", ""jaw"": ""Upper"", ""output_folder"": ""/out""}","{""input_folder"": ""/ios"", ""gold_folder"": ""/ref"", ""jaw"": ""Upper"", ""output_folder"": ""/out""}","{""input_folder"": ""/ios"", ""gold_folder"": ""/ref"", ""output_folder"": ""/out"", ""jaw"": ""Upper""}",1.0,True,
short,22,"Orient CBCT /scans to /gold with Sella,Nasion to /oriented.",semi_aso_cbct,semi_aso_cbct,True,"{""input"": ""/scans"", ""gold_folder"": ""/gold"", ""list_landmark"": ""Sella,Nasion"", ""output_folder"": ""/oriented""}","{""input"": ""/scans"", ""gold_folder"": ""/gold"", ""list_landmark"": ""Sella Nasion"", ""output_folder"": ""/oriented""}","{""input"": ""/scans"", ""gold_folder"": ""/gold"", ""output_folder"": ""/oriented"", ""list_landmark"": [""Sella"", ""Nasion""]}",0.75,False,"'list_landmark': expected 'Sella,Nasion', got ['Sella', 'Nasion']"
short,23,"Semi-ASO Lower IOS /ios to /gold with Cusp,Fossa to /out.",semi_aso_ios,semi_aso_ios,True,"{""input_folder"": ""/ios"", ""gold_folder"": ""/gold"", ""list_landmark"": ""Cusp,Fossa"", ""jaw"": ""Lower"", ""output_folder"": ""/out""}","{""input_folder"": ""/ios"", ""gold_folder"": ""/gold"", ""list_landmark"": ""Cusp,Fossa"", ""jaw"": ""Lower"", ""output_folder"": ""/out""}","{""input_folder"": ""/ios"", ""gold_folder"": ""/gold"", ""output_folder"": ""/out"", ""list_landmark"": [""Cusp"", ""Fossa""], ""jaw"": ""Lower""}",0.8,False,"'list_landmark': expected 'Cusp,Fossa', got ['Cusp', 'Fossa']"
long,1,"I am currently reviewing a complex clinical case involving a patient with severe craniofacial asymmetry. We have just acquired a new set of high-resolution CBCT scans which are stored in the directory /clinical_data/patient_045/scans. For our pre-surgical planning, I need you to identify all relevant anatomical landmarks. Please use the specialized neural network models located in /software/ai_models/v4/ali_weights. It is crucial that the resulting coordinate files are exported directly to /clinical_data/patient_045/results/landmarks for further analysis by the surgical team.",ali_cbct,ali_cbct,True,"{""input"": ""/clinical_data/patient_045/scans"", ""dir_models"": ""/software/ai_models/v4/ali_weights"", ""output_dir"": ""/clinical_data/patient_045/results/landmarks""}","{""input"": ""/clinical_data/patient_045/scans"", ""dir_models"": ""/software/ai_models/v4/ali_weights"", ""output_dir"": ""/clinical_data/patient_045/results/landmarks""}","{""input"": ""/clinical_data/patient_045/scans"", ""dir_models"": ""/software/ai_models/v4/ali_weights"", ""output_dir"": ""/clinical_data/patient_045/results/landmarks""}",1.0,True,
long,2,"The orthodontics department has sent over several intraoral scans for a digital wax-up. Specifically, for the mesh file /ortho/capture/upper_arch_final.obj, we need to extract the precise dental landmarks for the central incisors, specifically teeth 8 and 9. We should be using the IOS-specific landmarking weights found in /shared/models/ios_ref. Once the processing is complete, please ensure the output data is saved within the /ortho/analysis/incisors directory to maintain our file organization standards.",ali_ios,ali_ios,True,"{""input"": ""/ortho/capture/upper_arch_final.obj"", ""teeth"": ""8 9"", ""dir_models"": ""/shared/models/ios_ref"", ""output_dir"": ""/ortho/analysis/incisors""}","{""input"": ""/ortho/capture/upper_arch_final.obj"", ""teeth"": ""8 9"", ""dir_models"": ""/shared/models/ios_ref"", ""output_dir"": ""/ortho/analysis/incisors""}","{""input"": ""/ortho/capture/upper_arch_final.obj"", ""dir_models"": ""/shared/models/ios_ref"", ""teeth"": [""8"", ""9""], ""output_dir"": ""/ortho/analysis/incisors""}",0.75,False,"'teeth': expected '8 9', got ['8', '9']"
long,3,"As part of our automated bone density study, we need to isolate the mandibular structure from the surrounding tissue in the volume located at /imaging/ct_vault/patient_x_head.nii.gz. I would like you to run the AMASSS segmentation pipeline, focusing exclusively on the Mandible structure. Please point the script to the nnU-Net model weights in /apps/amasss/models. Due to the size of these files, make sure the generated segmentation masks are placed in the dedicated output folder at /imaging/segmentations/mandibular_only.",amasss_cli,amasss_cli,True,"{""inputVolume"": ""/imaging/ct_vault/patient_x_head.nii.gz"", ""skullStructure"": ""Mandible"", ""modelDirectory"": ""/apps/amasss/models"", ""output_folder"": ""/imaging/segmentations/mandibular_only""}","{""inputVolume"": ""/imaging/ct_vault/patient_x_head.nii.gz"", ""skullStructure"": ""Mandible"", ""modelDirectory"": ""/apps/amasss/models"", ""output_folder"": ""/imaging/segmentations/mandibular_only""}","{""inputVolume"": ""/imaging/ct_vault/patient_x_head.nii.gz"", ""modelDirectory"": ""/apps/amasss/models"", ""skullStructure"": ""Mandible"", ""output_folder"": ""/imaging/segmentations/mandibular_only""}",1.0,True,
long,4,We are conducting a longitudinal study on bone remodeling and need to compare the baseline scan (T1) with the six-month follow-up (T2). The baseline data is located in /research/study_alpha/baseline_scans while the follow-up data is in /research/study_alpha/followup_6m. I need you to perform a rigid registration based on the Mandibular (MAND) alignment type. The transformation results and the registered volumes should be meticulously saved into /research/study_alpha/alignment_outputs/rigid_mand.,areg_cbct,areg_cbct,True,"{""t1_folder"": ""/research/study_alpha/baseline_scans"", ""t2_folder"": ""/research/study_alpha/followup_6m"", ""reg_type"": ""MAND"", ""output_folder"": ""/research/study_alpha/alignment_outputs/rigid_mand""}","{""t1_folder"": ""/research/study_alpha/baseline_scans"", ""t2_folder"": ""/research/study_alpha/followup_6m"", ""reg_type"": ""MAND"", ""output_folder"": ""/research/study_alpha/alignment_outputs/rigid_mand""}","{""t1_folder"": ""/research/study_alpha/baseline_scans"", ""t2_folder"": ""/research/study_alpha/followup_6m"", ""reg_type"": ""MAND"", ""output_folder"": ""/research/study_alpha/alignment_outputs/rigid_mand""}",1.0,True,
long,5,"For the digital dental alignment project, we need to register the surface mesh of the initial intraoral scan /lab/ios/initial_arch.stl with the target arch model /lab/ios/target_arch.stl. Please utilize the high-precision refinement model located in /lab/weights/ios_refine_v2. To ensure that the prosthetic team can access the files immediately, save the final aligned mesh directly into the folder /lab/ios/aligned_results.",areg_ios,areg_ios,True,"{""T1"": ""/lab/ios/initial_arch.stl"", ""T2"": ""/lab/ios/target_arch.stl"", ""model"": ""/lab/weights/ios_refine_v2"", ""output"": ""/lab/ios/aligned_results""}","{""T1"": ""/lab/ios/initial_arch.stl"", ""T2"": ""/lab/ios/target_arch.stl"", ""model"": ""/lab/weights/ios_refine_v2"", ""output"": ""/lab/ios/aligned_results""}","{""T1"": ""/lab/ios/initial_arch.stl"", ""T2"": ""/lab/ios/target_arch.stl"", ""output"": ""/lab/ios/aligned_results"", ""model"": ""/lab/weights/ios_refine_v2""}",1.0,True,
long,6,"The raw volumetric datasets in /storage/raw_cbct_dump are currently too large for our analysis pipeline. We need to perform an automated cropping procedure to focus on the regions of interest. I have prepared a JSON file containing all the necessary ROI coordinates at /storage/config/crop_roi_definitions.json. Please process the scans and save the cropped, smaller volumes into /storage/processed/cropped_scans, ensuring that the physical voxel dimensions are preserved during the operation.",autocrop3d,autocrop3d,True,"{""scan_files_path"": ""/storage/raw_cbct_dump"", ""path_ROI_file"": ""/storage/config/crop_roi_definitions.json"", ""output_path"": ""/storage/processed/cropped_scans""}","{""scan_files_path"": ""/storage/raw_cbct_dump"", ""path_ROI_file"": ""/storage/config/crop_roi_definitions.json"", ""output_path"": ""/storage/processed/cropped_scans""}","{""scan_files_path"": ""/storage/raw_cbct_dump"", ""path_ROI_file"": ""/storage/config/crop_roi_definitions.json"", ""output_path"": ""/storage/processed/cropped_scans""}",1.0,True,
long,7,"Following the previous registration step, we now have a set of transformation matrices stored in /work/matrices/batch_01. I need you to apply these specific transformations to the patient volume /work/data/target_patient.nii.gz. You must use /work/data/atlas_reference.nii.gz as the spatial reference file for this operation. The resulting transformed volume needs to be exported to /work/output/transformed_data for final verification.",automatrix,automatrix,True,"{""input_patient"": ""/work/data/target_patient.nii.gz"", ""input_matrix"": ""/work/matrices/batch_01"", ""reference_file"": ""/work/data/atlas_reference.nii.gz"", ""output_folder"": ""/work/output/transformed_data""}","{""input_patient"": ""/work/data/target_patient.nii.gz"", ""input_matrix"": ""/work/matrices/batch_01"", ""reference_file"": ""/work/data/atlas_reference.nii.gz"", ""output_folder"": ""/work/output/transformed_data""}","{""input_patient"": ""/work/data/target_patient.nii.gz"", ""input_matrix"": ""/work/matrices/batch_01"", ""reference_file"": ""/work/data/atlas_reference.nii.gz"", ""output_folder"": ""/work/output/transformed_data""}",1.0,True,
long,8,"We have a large backlog of CBCT scans in the directory /radiology/archive/scans_2025 that require dental segmentation for a retrospective study. I need you to run a batch processing operation using our specialized dental segmentation models found in /ai/dental_seg/nnunet_weights. This is a large-scale task, so please ensure that all the generated tooth masks are organized and saved within the /radiology/outputs/segmented_teeth directory.",batchdentalseg,batchdentalseg,True,"{""input_folder"": ""/radiology/archive/scans_2025"", ""models_folder"": ""/ai/dental_seg/nnunet_weights"", ""output_folder"": ""/radiology/outputs/segmented_teeth""}","{""input_folder"": ""/radiology/archive/scans_2025"", ""models_folder"": ""/ai/dental_seg/nnunet_weights"", ""output_folder"": ""/radiology/outputs/segmented_teeth""}","{""input_folder"": ""/radiology/archive/scans_2025"", ""output_folder"": ""/radiology/outputs/segmented_teeth"", ""models_folder"": ""/ai/dental_seg/nnunet_weights""}",1.0,True,
long,9,"To improve our diagnostic workflow, we are implementing a new Mask-RCNN based segmentation for tooth structures. Please process the cohort of patients located in /hospital/data/patient_cohort_A. You should apply the CLIC model weights which are stored at /hospital/models/clic_mask_rcnn_v3. All individual segmentation maps should be stored in the /hospital/results/clic_segmentations folder for clinical review.",clic,clic,True,"{""input_path"": ""/hospital/data/patient_cohort_A"", ""model_folder"": ""/hospital/models/clic_mask_rcnn_v3"", ""output_dir"": ""/hospital/results/clic_segmentations""}","{""input_path"": ""/hospital/data/patient_cohort_A"", ""model_folder"": ""/hospital/models/clic_mask_rcnn_v3"", ""output_dir"": ""/hospital/results/clic_segmentations""}","{""input_path"": ""/hospital/data/patient_cohort_A"", ""model_folder"": ""/hospital/models/clic_mask_rcnn_v3"", ""output_dir"": ""/hospital/results/clic_segmentations""}",1.0,True,
long,10,"For our research into tooth morphology, we need to classify a large set of dental meshes based on their shape characteristics. The STL mesh files are located in /research/morphology/meshes. I want you to perform a classification task using the resnet architecture with a configuration for 3 distinct classes. Please use the shape analysis weights from /research/models/shapeaxi_tooth. The final classification reports and data should be saved to /research/morphology/classification_results.",docshapeaxi,docshapeaxi,True,"{""input_dir"": ""/research/morphology/meshes"", ""nn"": ""resnet"", ""num_classes"": 3, ""output_dir"": ""/research/morphology/classification_results""}","{""input_dir"": ""/research/morphology/meshes"", ""nn"": ""resnet"", ""num_classes"": 3, ""model"": ""/research/models/shapeaxi_tooth"", ""output_dir"": ""/research/morphology/classification_results""}","{""input_dir"": ""/research/morphology/meshes"", ""output_dir"": ""/research/morphology/classification_results"", ""model"": ""/research/models/shapeaxi_tooth"", ""nn"": ""resnet"", ""num_classes"": 3}",1.0,False,Extra: model
long,11,We are dealing with a highly deformed tooth structure that requires a non-rigid alignment. Please apply a flexible registration to the mesh file at /lab/segmentations/deformed_tooth.vtk. I want you to use the 'butterfly' patch interpolation method to ensure a smooth deformation field. The resulting warped surface mesh should be saved into our results directory at /lab/registrations/flexible_outputs.,flexreg,flexreg,True,"{""input_surface"": ""/lab/segmentations/deformed_tooth.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/lab/registrations/flexible_outputs""}","{""input_surface"": ""/lab/segmentations/deformed_tooth.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/lab/registrations/flexible_outputs""}","{""input_surface"": ""/lab/segmentations/deformed_tooth.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/lab/registrations/flexible_outputs""}",1.0,True,
long,12,"Now that we have completed the summarization of over five hundred patient records, we need to visualize the key findings. Please take all the clinical summary files located in /data/summaries/extracted_text and generate an interactive medx dashboard. The resulting HTML and visualization assets should be compiled and saved into the webserver directory at /var/www/html/clinical_dashboards.",medx_dashboard,medx_dashboard,True,"{""summary_folder"": ""/data/summaries/extracted_text"", ""output_folder"": ""/var/www/html/clinical_dashboards""}","{""summary_folder"": ""/data/summaries/extracted_text"", ""output_folder"": ""/var/www/html/clinical_dashboards""}","{""summary_folder"": ""/data/summaries/extracted_text"", ""output_folder"": ""/var/www/html/clinical_dashboards""}",1.0,True,
long,13,Our database contains thousands of free-text clinical notes in /clinical_notes/raw_text that are difficult for surgeons to read quickly. I need you to perform a natural language summarization on these notes. Please utilize the t5-base transformer model for this task to ensure high-quality extraction of clinical intent. All the condensed summaries should be saved to the /clinical_notes/summarized_reports directory.,medx_summarize,medx_summarize,True,"{""input_notes"": ""/clinical_notes/raw_text"", ""input_model"": ""t5-base"", ""output_folder"": ""/clinical_notes/summarized_reports""}","{""input_notes"": ""/clinical_notes/raw_text"", ""input_model"": ""t5-base"", ""output_folder"": ""/clinical_notes/summarized_reports""}","{""input_notes"": ""/clinical_notes/raw_text"", ""input_model"": ""t5-base"", ""output_folder"": ""/clinical_notes/summarized_reports""}",1.0,True,
long,14,"In this multimodal study, we are attempting to synthesize CBCT-like intensity values from MRI data to aid in bone visualization. Please process the MRI volumes found in /imaging/mri_database. You must use the existing CBCT scans in /imaging/cbct_reference_library as the ground truth reference for the intensity approximation. The synthesized volumes should be exported to /imaging/synthesized_cbct_results.",mri2cbct_approx,mri2cbct_approx,True,"{""mri_folder"": ""/imaging/mri_database"", ""cbct_folder"": ""/imaging/cbct_reference_library"", ""output_folder"": ""/imaging/synthesized_cbct_results""}","{""mri_folder"": ""/imaging/mri_database"", ""cbct_folder"": ""/imaging/cbct_reference_library"", ""output_folder"": ""/imaging/synthesized_cbct_results""}","{""cbct_folder"": ""/imaging/cbct_reference_library"", ""mri_folder"": ""/imaging/mri_database"", ""output_folder"": ""/imaging/synthesized_cbct_results""}",1.0,True,
long,15,"To improve our surgical planning, we need to align the soft tissue information from MRI with the hard tissue data from CBCT. Please register the MRI scans in /data/multimodal/mri_scans with the CBCT volumes in /data/multimodal/cbct_scans. You must use the anatomical segmentation masks in /data/multimodal/guidance_masks to facilitate the registration. The aligned multimodal volumes should be saved in /data/multimodal/aligned_registration_outputs.",mri2cbct_reg,mri2cbct_reg,True,"{""mri_folder"": ""/data/multimodal/mri_scans"", ""cbct_folder"": ""/data/multimodal/cbct_scans"", ""cbct_label2"": ""/data/multimodal/guidance_masks"", ""output_folder"": ""/data/multimodal/aligned_registration_outputs""}","{""mri_folder"": ""/data/multimodal/mri_scans"", ""cbct_folder"": ""/data/multimodal/cbct_scans"", ""cbct_label2"": ""/data/multimodal/guidance_masks"", ""output_folder"": ""/data/multimodal/aligned_registration_outputs""}","{""output_folder"": ""/data/multimodal/aligned_registration_outputs"", ""mri_folder"": ""/data/multimodal/mri_scans"", ""cbct_folder"": ""/data/multimodal/cbct_scans"", ""cbct_label2"": ""/data/multimodal/guidance_masks""}",1.0,True,
long,16,"For our bilateral symmetry analysis of the temporomandibular joint, we need to separate the left and right sides of our imaging data. Please process the CBCTs in /data/symmetry/cbct, the MRIs in /data/symmetry/mri, and the existing segmentations in /data/symmetry/seg. I need the left and right ROI crops to be generated and stored in /data/symmetry/separated_crops.",mri2cbct_lr_crop,mri2cbct_lr_crop,True,"{""input_folder_CBCT"": ""/data/symmetry/cbct"", ""input_folder_MRI"": ""/data/symmetry/mri"", ""input_folder_Seg"": ""/data/symmetry/seg"", ""output_folder"": ""/data/symmetry/separated_crops""}","{""input_folder_CBCT"": ""/data/symmetry/cbct"", ""input_folder_MRI"": ""/data/symmetry/mri"", ""input_folder_Seg"": ""/data/symmetry/seg"", ""output_folder"": ""/data/symmetry/separated_crops""}","{""input_folder_CBCT"": ""/data/symmetry/cbct"", ""input_folder_MRI"": ""/data/symmetry/mri"", ""input_folder_Seg"": ""/data/symmetry/seg"", ""output_folder"": ""/data/symmetry/separated_crops""}",1.0,True,
long,17,"The raw MRI scans we received from the outside imaging center are not in a standard orientation. Please take all the volumes in /incoming/raw_mri and perform a reorientation and centering procedure. Use the standard radiological direction matrix [-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0] and ensure the acquisition Z-spacing is set to 1.5. The standardized output should be saved to /hospital/standard_mri/centered_data.",mri2cbct_orient_center,mri2cbct_orient_center,True,"{""input_folder"": ""/incoming/raw_mri"", ""direction"": ""-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0"", ""output_folder"": ""/hospital/standard_mri/centered_data""}","{""input_folder"": ""/incoming/raw_mri"", ""direction"": ""-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0"", ""output_folder"": ""/hospital/standard_mri/centered_data"", ""acquisition_z_spacing"": 1.5}","{""input_folder"": ""/incoming/raw_mri"", ""direction"": ""-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0"", ""output_folder"": ""/hospital/standard_mri/centered_data"", ""acquisition_z_spacing"": 1.5}",1.0,False,Extra: acquisition_z_spacing
long,18,"To standardize our dataset for deep learning training, all volumes must have the same spatial dimensions. Please take the MRI data in /training/raw_data/MRI and resample every volume to a fixed size of [256, 256, 128]. I want the output to be saved in /training/processed_data/resampled_256. It's important to keep the resolution consistent across the entire batch.",mri2cbct_resample,mri2cbct_resample,True,"{""input_folder_MRI"": ""/training/raw_data/MRI"", ""output_folder"": ""/training/processed_data/resampled_256"", ""resample_size"": [256, 256, 128]}","{""input_folder_MRI"": ""/training/raw_data/MRI"", ""output_folder"": ""/training/processed_data/resampled_256"", ""resample_size"": ""[256, 256, 128]""}","{""input_folder_MRI"": ""/training/raw_data/MRI"", ""output_folder"": ""/training/processed_data/resampled_256"", ""resample_size"": ""[256, 256, 128]""}",1.0,True,
