category,index,query,expected_tool,predicted_tool,tool_correct,expected_params,predicted_params_raw,predicted_params_converted,param_accuracy,params_perfect,param_errors
short,11,Warp /mesh.vtk using butterfly method. Save to /warped_out.,flexreg,flexreg,True,"{""input_surface"": ""/mesh.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/warped_out""}","{""input_surface"": ""/mesh.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/warped_out""}","{""input_surface"": ""/mesh.vtk"", ""patch_type"": ""butterfly"", ""output_folder"": ""/warped_out""}",1.0,True,
short,12,Create dashboard from /reports/summaries. Output to /web_out.,medx_dashboard,medx_dashboard,True,"{""summary_folder"": ""/reports/summaries"", ""output_folder"": ""/web_out""}","{""summary_folder"": ""/reports/summaries"", ""output_folder"": ""/web_out""}","{""summary_folder"": ""/reports/summaries"", ""output_folder"": ""/web_out""}",1.0,True,
short,13,Summarize notes in /data/notes using t5-base. Save to /summaries.,medx_summarize,medx_summarize,True,"{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/summaries""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/summaries""}","{""input_notes"": ""/data/notes"", ""input_model"": ""t5-base"", ""output_folder"": ""/summaries""}",1.0,True,
short,14,Approximate MRI /mri_dir to CBCT /cbct_ref. Save to /approx_out.,mri2cbct_approx,mri2cbct_approx,True,"{""mri_folder"": ""/mri_dir"", ""cbct_folder"": ""/cbct_ref"", ""output_folder"": ""/approx_out""}","{""mri_folder"": ""/mri_dir"", ""cbct_folder"": ""/cbct_ref"", ""output_folder"": ""/approx_out""}","{""cbct_folder"": ""/cbct_ref"", ""mri_folder"": ""/mri_dir"", ""output_folder"": ""/approx_out""}",1.0,True,
short,15,Register MRI /mri to CBCT /cbct with mask /seg to /aligned.,mri2cbct_reg,mri2cbct_reg,True,"{""mri_folder"": ""/mri"", ""cbct_folder"": ""/cbct"", ""cbct_label2"": ""/seg"", ""output_folder"": ""/aligned""}","{""mri_folder"": ""/mri"", ""cbct_folder"": ""/cbct"", ""cbct_label2"": ""/seg"", ""output_folder"": ""/aligned""}","{""output_folder"": ""/aligned"", ""mri_folder"": ""/mri"", ""cbct_folder"": ""/cbct"", ""cbct_label2"": ""/seg""}",1.0,True,
short,16,"LR crop CBCT /c, MRI /m, and Seg /s. Output to /lr_results.",mri2cbct_lr_crop,mri2cbct_lr_crop,True,"{""input_folder_CBCT"": ""/c"", ""input_folder_MRI"": ""/m"", ""input_folder_Seg"": ""/s"", ""output_folder"": ""/lr_results""}","{""input_folder_CBCT"": ""/c"", ""input_folder_MRI"": ""/m"", ""input_folder_Seg"": ""/s"", ""output_folder"": ""/lr_results""}","{""input_folder_CBCT"": ""/c"", ""input_folder_MRI"": ""/m"", ""input_folder_Seg"": ""/s"", ""output_folder"": ""/lr_results""}",1.0,True,
short,17,"Center MRI /raw using dir -1,0,0,0,-1,0,0,0,1 to /centered.",mri2cbct_orient_center,mri2cbct_orient_center,True,"{""input_folder"": ""/raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""output_folder"": ""/centered""}","{""input_folder"": ""/raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""output_folder"": ""/centered""}","{""input_folder"": ""/raw"", ""direction"": ""-1,0,0,0,-1,0,0,0,1"", ""output_folder"": ""/centered""}",1.0,True,
short,18,"Resample /raw_vol to [256,256,128]. Output to /resampled_out.",mri2cbct_resample,mri2cbct_resample,True,"{""input_folder_MRI"": ""/raw_vol/MRI"", ""output_folder"": ""/resampled_out"", ""resample_size"": [256, 256, 128]}","{""output_folder"": ""/resampled_out"", ""resample_size"": ""[256,256,128]""}","{""output_folder"": ""/resampled_out"", ""resample_size"": ""[256,256,128]""}",0.333,False,"Missing: input_folder_MRI; 'resample_size': expected [256, 256, 128], got '[256,256,128]'"
short,19,Crop TMJ from /cbct and /mri with /seg. Save to /tmj_out.,mri2cbct_tmj_crop,mri2cbct_tmj_crop,True,"{""cbct_folder"": ""/cbct"", ""mri_folder"": ""/mri"", ""seg_folder"": ""/seg"", ""output_folder"": ""/tmj_out""}","{""cbct_folder"": ""/cbct"", ""mri_folder"": ""/mri"", ""seg_folder"": ""/seg"", ""output_folder"": ""/tmj_out""}","{""cbct_folder"": ""/cbct"", ""mri_folder"": ""/mri"", ""seg_folder"": ""/seg"", ""output_folder"": ""/tmj_out""}",1.0,True,
short,20,Pre-ASO CBCT /data/raw using /models/aso to /aso_out.,pre_aso_cbct,pre_aso_cbct,True,"{""input"": ""/data/raw"", ""model_folder"": ""/models/aso"", ""output_folder"": ""/aso_out""}","{""input"": ""/data/raw"", ""model_folder"": ""/models/aso"", ""output_folder"": ""/aso_out""}","{""input"": ""/data/raw"", ""output_folder"": ""/aso_out"", ""model_folder"": ""/models/aso""}",1.0,True,
short,21,Standardize Upper IOS /ios with gold /ref. Output to /out.,pre_aso_ios,pre_aso_ios,True,"{""input_folder"": ""/ios"", ""gold_folder"": ""/ref"", ""jaw"": ""Upper"", ""output_folder"": ""/out""}","{""input_folder"": ""/ios"", ""gold_folder"": ""/ref"", ""jaw"": ""Upper"", ""output_folder"": ""/out""}","{""input_folder"": ""/ios"", ""gold_folder"": ""/ref"", ""output_folder"": ""/out"", ""jaw"": ""Upper""}",1.0,True,
short,22,"Orient CBCT /scans to /gold with Sella,Nasion to /oriented.",semi_aso_cbct,semi_aso_cbct,True,"{""input"": ""/scans"", ""gold_folder"": ""/gold"", ""list_landmark"": ""Sella,Nasion"", ""output_folder"": ""/oriented""}","{""input"": ""/scans"", ""gold_folder"": ""/gold"", ""list_landmark"": ""Sella Nasion"", ""output_folder"": ""/oriented""}","{""input"": ""/scans"", ""gold_folder"": ""/gold"", ""output_folder"": ""/oriented"", ""list_landmark"": [""Sella"", ""Nasion""]}",0.75,False,"'list_landmark': expected 'Sella,Nasion', got ['Sella', 'Nasion']"
short,23,"Semi-ASO Lower IOS /ios to /gold with Cusp,Fossa to /out.",semi_aso_ios,semi_aso_ios,True,"{""input_folder"": ""/ios"", ""gold_folder"": ""/gold"", ""list_landmark"": ""Cusp,Fossa"", ""jaw"": ""Lower"", ""output_folder"": ""/out""}","{""input_folder"": ""/ios"", ""gold_folder"": ""/gold"", ""list_landmark"": ""Cusp,Fossa"", ""jaw"": ""Lower"", ""output_folder"": ""/out""}","{""input_folder"": ""/ios"", ""gold_folder"": ""/gold"", ""output_folder"": ""/out"", ""list_landmark"": [""Cusp"", ""Fossa""], ""jaw"": ""Lower""}",0.8,False,"'list_landmark': expected 'Cusp,Fossa', got ['Cusp', 'Fossa']"
